sentence,class
If Ethan lives in Valsang then Ethan lives in Maharashtra or If Ethan lives in Valsang then Ethan lives in India,3
If Ethan lives in Valsang then Ethan lives in India and If Ethan lives in Maharashtra then Ethan lives in India,4
If Ethan lives in Valsang then Ethan lives in Asia and If Ethan lives in Maharashtra then Ethan lives in Asia,4
If Ethan lives in Valsang then Ethan lives in India or If Ethan lives in Maharashtra then Ethan lives in India,5
If Ethan lives in Valsang then Ethan lives in Asia or If Ethan lives in Maharashtra then Ethan lives in Asia,5
If Fiona lives in Vangaon then Fiona lives in Maharashtra,1
If Fiona lives in Vangaon then Fiona lives in India,1
If Fiona lives in Vangaon then Fiona lives in Asia,1
If Fiona lives in Maharashtra then Fiona lives in India,1
If Fiona lives in Maharashtra then Fiona lives in Asia,1
If Fiona lives in India then Fiona lives in Asia,1
If Fiona lives in Vangaon then Fiona lives in Maharashtra and If Fiona lives in Vangaon then Fiona lives in India,2
If Fiona lives in Vangaon then Fiona lives in Maharashtra or If Fiona lives in Vangaon then Fiona lives in India,3
If Fiona lives in Vangaon then Fiona lives in India and If Fiona lives in Maharashtra then Fiona lives in India,4
If Fiona lives in Vangaon then Fiona lives in Asia and If Fiona lives in Maharashtra then Fiona lives in Asia,4
If Fiona lives in Vangaon then Fiona lives in India or If Fiona lives in Maharashtra then Fiona lives in India,5
If Fiona lives in Vangaon then Fiona lives in Asia or If Fiona lives in Maharashtra then Fiona lives in Asia,5
If Ian lives in Varangaon then Ian lives in Maharashtra,1
If Ian lives in Varangaon then Ian lives in India,1
If Ian lives in Varangaon then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Varangaon then Ian lives in Maharashtra and If Ian lives in Varangaon then Ian lives in India,2
If Ian lives in Varangaon then Ian lives in Maharashtra or If Ian lives in Varangaon then Ian lives in India,3
If Ian lives in Varangaon then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Varangaon then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Varangaon then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Varangaon then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Julia lives in Vashi then Julia lives in Maharashtra,1
If Julia lives in Vashi then Julia lives in India,1
If Julia lives in Vashi then Julia lives in Asia,1
If Julia lives in Maharashtra then Julia lives in India,1
If Julia lives in Maharashtra then Julia lives in Asia,1
If Julia lives in India then Julia lives in Asia,1
If Julia lives in Vashi then Julia lives in Maharashtra and If Julia lives in Vashi then Julia lives in India,2
If Julia lives in Vashi then Julia lives in Maharashtra or If Julia lives in Vashi then Julia lives in India,3
If Julia lives in Vashi then Julia lives in India and If Julia lives in Maharashtra then Julia lives in India,4
If Julia lives in Vashi then Julia lives in Asia and If Julia lives in Maharashtra then Julia lives in Asia,4
If Julia lives in Vashi then Julia lives in India or If Julia lives in Maharashtra then Julia lives in India,5
If Julia lives in Vashi then Julia lives in Asia or If Julia lives in Maharashtra then Julia lives in Asia,5
If Xena lives in Vasind then Xena lives in Maharashtra,1
If Xena lives in Vasind then Xena lives in India,1
If Xena lives in Vasind then Xena lives in Asia,1
If Xena lives in Maharashtra then Xena lives in India,1
If Xena lives in Maharashtra then Xena lives in Asia,1
If Xena lives in India then Xena lives in Asia,1
If Xena lives in Vasind then Xena lives in Maharashtra and If Xena lives in Vasind then Xena lives in India,2
If Xena lives in Vasind then Xena lives in Maharashtra or If Xena lives in Vasind then Xena lives in India,3
If Xena lives in Vasind then Xena lives in India and If Xena lives in Maharashtra then Xena lives in India,4
If Xena lives in Vasind then Xena lives in Asia and If Xena lives in Maharashtra then Xena lives in Asia,4
If Xena lives in Vasind then Xena lives in India or If Xena lives in Maharashtra then Xena lives in India,5
If Xena lives in Vasind then Xena lives in Asia or If Xena lives in Maharashtra then Xena lives in Asia,5
If Ian lives in Vatul then Ian lives in Maharashtra,1
If Ian lives in Vatul then Ian lives in India,1
If Ian lives in Vatul then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Vatul then Ian lives in Maharashtra and If Ian lives in Vatul then Ian lives in India,2
If Ian lives in Vatul then Ian lives in Maharashtra or If Ian lives in Vatul then Ian lives in India,3
If Ian lives in Vatul then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Vatul then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Vatul then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Vatul then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Ian lives in Velas Maharashtra then Ian lives in Maharashtra,1
If Ian lives in Velas Maharashtra then Ian lives in India,1
If Ian lives in Velas Maharashtra then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Velas Maharashtra then Ian lives in Maharashtra and If Ian lives in Velas Maharashtra then Ian lives in India,2
If Ian lives in Velas Maharashtra then Ian lives in Maharashtra or If Ian lives in Velas Maharashtra then Ian lives in India,3
If Ian lives in Velas Maharashtra then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Velas Maharashtra then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Velas Maharashtra then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Velas Maharashtra then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Walter lives in Velneshwar then Walter lives in Maharashtra,1
If Walter lives in Velneshwar then Walter lives in India,1
If Walter lives in Velneshwar then Walter lives in Asia,1
If Walter lives in Maharashtra then Walter lives in India,1
If Walter lives in Maharashtra then Walter lives in Asia,1
If Walter lives in India then Walter lives in Asia,1
If Walter lives in Velneshwar then Walter lives in Maharashtra and If Walter lives in Velneshwar then Walter lives in India,2
If Walter lives in Velneshwar then Walter lives in Maharashtra or If Walter lives in Velneshwar then Walter lives in India,3
If Walter lives in Velneshwar then Walter lives in India and If Walter lives in Maharashtra then Walter lives in India,4
If Walter lives in Velneshwar then Walter lives in Asia and If Walter lives in Maharashtra then Walter lives in Asia,4
If Walter lives in Velneshwar then Walter lives in India or If Walter lives in Maharashtra then Walter lives in India,5
If Walter lives in Velneshwar then Walter lives in Asia or If Walter lives in Maharashtra then Walter lives in Asia,5
If Fiona lives in Vengurla then Fiona lives in Maharashtra,1
If Fiona lives in Vengurla then Fiona lives in India,1
If Fiona lives in Vengurla then Fiona lives in Asia,1
If Fiona lives in Maharashtra then Fiona lives in India,1
If Fiona lives in Maharashtra then Fiona lives in Asia,1
If Fiona lives in India then Fiona lives in Asia,1
If Fiona lives in Vengurla then Fiona lives in Maharashtra and If Fiona lives in Vengurla then Fiona lives in India,2
If Fiona lives in Vengurla then Fiona lives in Maharashtra or If Fiona lives in Vengurla then Fiona lives in India,3
If Fiona lives in Vengurla then Fiona lives in India and If Fiona lives in Maharashtra then Fiona lives in India,4
If Fiona lives in Vengurla then Fiona lives in Asia and If Fiona lives in Maharashtra then Fiona lives in Asia,4
If Fiona lives in Vengurla then Fiona lives in India or If Fiona lives in Maharashtra then Fiona lives in India,5
If Fiona lives in Vengurla then Fiona lives in Asia or If Fiona lives in Maharashtra then Fiona lives in Asia,5
If Charlie lives in Vijaydurg then Charlie lives in Maharashtra,1
If Charlie lives in Vijaydurg then Charlie lives in India,1
If Charlie lives in Vijaydurg then Charlie lives in Asia,1
If Charlie lives in Maharashtra then Charlie lives in India,1
If Charlie lives in Maharashtra then Charlie lives in Asia,1
If Charlie lives in India then Charlie lives in Asia,1
If Charlie lives in Vijaydurg then Charlie lives in Maharashtra and If Charlie lives in Vijaydurg then Charlie lives in India,2
If Charlie lives in Vijaydurg then Charlie lives in Maharashtra or If Charlie lives in Vijaydurg then Charlie lives in India,3
If Charlie lives in Vijaydurg then Charlie lives in India and If Charlie lives in Maharashtra then Charlie lives in India,4
If Charlie lives in Vijaydurg then Charlie lives in Asia and If Charlie lives in Maharashtra then Charlie lives in Asia,4
If Charlie lives in Vijaydurg then Charlie lives in India or If Charlie lives in Maharashtra then Charlie lives in India,5
If Charlie lives in Vijaydurg then Charlie lives in Asia or If Charlie lives in Maharashtra then Charlie lives in Asia,5
If Hannah lives in Vikhroli then Hannah lives in Maharashtra,1
If Hannah lives in Vikhroli then Hannah lives in India,1
If Hannah lives in Vikhroli then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Vikhroli then Hannah lives in Maharashtra and If Hannah lives in Vikhroli then Hannah lives in India,2
If Hannah lives in Vikhroli then Hannah lives in Maharashtra or If Hannah lives in Vikhroli then Hannah lives in India,3
If Hannah lives in Vikhroli then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Vikhroli then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Vikhroli then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Vikhroli then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Umar lives in Vile Parle then Umar lives in Maharashtra,1
If Umar lives in Vile Parle then Umar lives in India,1
If Umar lives in Vile Parle then Umar lives in Asia,1
If Umar lives in Maharashtra then Umar lives in India,1
If Umar lives in Maharashtra then Umar lives in Asia,1
If Umar lives in India then Umar lives in Asia,1
If Umar lives in Vile Parle then Umar lives in Maharashtra and If Umar lives in Vile Parle then Umar lives in India,2
If Umar lives in Vile Parle then Umar lives in Maharashtra or If Umar lives in Vile Parle then Umar lives in India,3
If Umar lives in Vile Parle then Umar lives in India and If Umar lives in Maharashtra then Umar lives in India,4
If Umar lives in Vile Parle then Umar lives in Asia and If Umar lives in Maharashtra then Umar lives in Asia,4
If Umar lives in Vile Parle then Umar lives in India or If Umar lives in Maharashtra then Umar lives in India,5
If Umar lives in Vile Parle then Umar lives in Asia or If Umar lives in Maharashtra then Umar lives in Asia,5
If Kevin lives in Vinchur then Kevin lives in Maharashtra,1
If Kevin lives in Vinchur then Kevin lives in India,1
If Kevin lives in Vinchur then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Vinchur then Kevin lives in Maharashtra and If Kevin lives in Vinchur then Kevin lives in India,2
If Kevin lives in Vinchur then Kevin lives in Maharashtra or If Kevin lives in Vinchur then Kevin lives in India,3
If Kevin lives in Vinchur then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Vinchur then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Vinchur then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Vinchur then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
